1.550999999999999934e+00	5
1.833499999999999908e+00	2
2.322499999999999787e+00	5
2.805000000000000271e-01	6
1.018000000000000016e+00	4
1.659499999999999975e+00	5
2.109999999999999931e-01	1
1.457999999999999963e+00	3
1.421499999999999986e+00	3
2.404500000000000082e+00	8
1.329499999999999904e+00	3
2.585000000000000075e-01	6
1.389000000000000012e+00	3
8.699999999999999400e-02	6
1.044999999999999957e-01	1
8.870000000000000107e-01	4
1.654500000000000082e+00	5
2.282500000000000195e+00	8
1.215000000000000080e+00	3
1.794999999999999929e+00	2
1.393499999999999961e+00	9
1.247999999999999998e+00	3
1.083499999999999908e+00	5
1.411000000000000032e+00	3
3.315000000000000169e-01	4
-9.134999999999999787e-01	5
1.490499999999999936e+00	9
1.825499999999999901e+00	8
2.347500000000000142e+00	8
5.374999999999999778e-01	7
2.363999999999999879e+00	8
1.385000000000000120e-01	5
1.846999999999999975e+00	2
1.389499999999999957e+00	3
1.536999999999999922e+00	2
1.854500000000000037e+00	2
9.995000000000000551e-01	4
9.809999999999999831e-01	3
1.173499999999999988e+00	3
2.320000000000000118e-01	6
5.580000000000000515e-01	7
1.369499999999999940e+00	9
2.258000000000000007e+00	8
1.104500000000000037e+00	7
2.416500000000000092e+00	8
3.599999999999999728e-02	1
2.446000000000000174e+00	8
1.431499999999999995e+00	9
1.834000000000000075e+00	8
5.895000000000000240e-01	7
1.798999999999999932e+00	2
5.434999999999999831e-01	7
1.553500000000000103e+00	3
8.585000000000000409e-01	4
1.844999999999999973e-01	6
8.250000000000000389e-02	1
1.229500000000000037e+00	3
1.481000000000000094e+00	9
6.250000000000000000e-02	5
8.899999999999999578e-02	1
1.419999999999999873e-01	6
5.494999999999999885e-01	7
1.054999999999999966e-01	1
1.979999999999999982e+00	8
1.897000000000000020e+00	2
8.299999999999999600e-01	4
5.909999999999999698e-01	7
8.949999999999999623e-02	1
1.314000000000000057e+00	3
1.792499999999999982e+00	2
2.680000000000000160e-01	6
8.120000000000000551e-01	4
8.100000000000000255e-02	1
1.473999999999999977e+00	9
3.360000000000000209e-01	5
8.890000000000000124e-01	5
5.434999999999999831e-01	7
1.952499999999999902e+00	8
6.470000000000000195e-01	7
1.344500000000000028e+00	9
1.255500000000000060e+00	3
9.509999999999999565e-01	4
1.864999999999999991e-01	6
7.465000000000000524e-01	4
8.899999999999999578e-02	1
1.562500000000000000e+00	9
1.877499999999999947e+00	2
-1.206499999999999906e+00	4
2.402000000000000135e+00	8
1.034499999999999975e+00	4
1.490499999999999936e+00	9
8.074999999999999956e-01	4
1.014499999999999957e+00	7
8.830000000000000071e-01	4
2.381499999999999950e+00	8
1.660000000000000087e-01	1
2.419999999999999929e-01	6
7.799999999999999989e-02	5
8.195000000000000062e-01	4
-6.274999999999999467e-01	1
9.160000000000000364e-01	4
1.975000000000000089e-01	6
9.835000000000000409e-01	3
1.600000000000000033e-01	6
9.070000000000000284e-01	4
5.570000000000000506e-01	7
1.475500000000000034e+00	3
5.550000000000000072e-02	6
3.415000000000000258e-01	5
1.042000000000000037e+00	7
1.125000000000000028e-01	1
1.727500000000000036e+00	2
1.615000000000000047e-01	1
7.405000000000000471e-01	5
5.080000000000000071e-01	7
1.831499999999999906e+00	8
2.479499999999999815e+00	8
2.349499999999999922e+00	8
8.209999999999999520e-01	4
6.499999999999999702e-03	6
5.190000000000000169e-01	7
2.358999999999999986e+00	8
6.069999999999999840e-01	7
-4.540000000000000147e-01	5
5.789999999999999591e-01	7
1.951000000000000068e+00	2
8.379999999999999671e-01	2
1.524999999999999967e-01	1
1.459999999999999909e-01	1
1.256000000000000005e+00	3
9.650000000000000244e-02	1
1.503500000000000059e+00	3
8.625000000000000444e-01	4
6.444999999999999618e-01	7
6.444999999999999618e-01	7
1.848999999999999977e+00	2
1.590000000000000024e-01	1
1.370500000000000052e+00	3
1.826000000000000068e+00	2
1.499000000000000110e+00	9
2.434000000000000163e+00	5
1.615499999999999936e+00	9
9.199999999999999845e-02	1
5.364999999999999769e-01	7
1.574999999999999956e+00	9
1.879000000000000004e+00	2
1.098500000000000032e+00	4
8.840000000000000080e-01	7
1.824500000000000011e+00	2
1.352500000000000036e+00	9
1.356500000000000039e+00	9
1.863499999999999934e+00	8
-1.750000000000000167e-02	1
2.044999999999999873e-01	6
1.149499999999999966e+00	4
7.970000000000000417e-01	4
5.150000000000000133e-01	7
1.034499999999999975e+00	4
1.814999999999999947e+00	2
1.383000000000000007e+00	3
5.200000000000000178e-01	6
1.897999999999999909e+00	2
1.019999999999999934e-01	1
5.945000000000000284e-01	7
6.600000000000000311e-02	1
2.244000000000000217e+00	8
1.239000000000000101e+00	3
4.874999999999999889e-01	7
1.140500000000000069e+00	4
1.415999999999999925e+00	9
7.814999999999999725e-01	7
1.771500000000000075e+00	8
-1.346999999999999975e+00	5
1.600000000000000033e-02	1
2.525000000000000022e-01	6
1.372999999999999998e+00	9
1.529500000000000082e+00	3
7.499999999999999722e-02	1
1.409999999999999865e-01	1
1.235000000000000098e+00	3
-3.000000000000000062e-03	6
9.465000000000000080e-01	9
1.088999999999999968e+00	5
1.925999999999999934e+00	5
1.776999999999999913e+00	2
5.879999999999999671e-01	7
2.074999999999999900e-01	6
1.035500000000000087e+00	4
5.384999999999999787e-01	7
2.379999999999999893e+00	8
6.245000000000000551e-01	7
8.780000000000000027e-01	4
1.469000000000000083e+00	9
2.354499999999999815e+00	8
1.364500000000000046e+00	9
8.150000000000000300e-02	1
2.264499999999999957e+00	8
1.947500000000000009e+00	5
1.862000000000000099e+00	5
1.514999999999999902e+00	3
9.240000000000000435e-01	9
1.358000000000000096e+00	9
1.600000000000000033e-01	1
1.401000000000000023e+00	9
1.935999999999999943e+00	2
1.890500000000000069e+00	2
2.063499999999999890e+00	8
1.528000000000000025e+00	9
2.464999999999999858e+00	8
8.259999999999999565e-01	4
-1.219999999999999973e-01	4
8.824999999999999512e-01	4
1.030499999999999972e+00	7
8.080000000000000515e-01	4
1.318500000000000005e+00	3
5.310000000000000275e-01	7
9.655000000000000249e-01	5
1.895499999999999963e+00	2
-3.353000000000000203e+00	4
1.030499999999999972e+00	7
1.816500000000000004e+00	2
7.469999999999999973e-01	7
8.299999999999999600e-01	7
2.404999999999999916e-01	6
-5.925000000000000266e-01	5
2.515000000000000013e-01	6
2.144999999999999962e-01	6
9.745000000000000329e-01	4
6.925000000000000044e-01	7
7.740000000000000213e-01	4
1.231000000000000094e+00	3
1.394500000000000073e+00	3
1.231500000000000039e+00	6
1.768000000000000016e+00	2
1.749500000000000055e+00	8
2.429499999999999993e+00	8
2.221000000000000085e+00	8
1.754000000000000004e+00	2
4.839999999999999858e-01	7
1.068000000000000060e+00	4
1.242499999999999938e+00	3
9.650000000000000244e-02	1
1.750499999999999945e+00	2
1.050499999999999989e+00	5
